"POLY_ID","GG"
243001,"2"
576003,"2"
249006,"11"
576004,"2"
242024,"2"
574019,"2"
243004,"2"
574015,"2"
574018,"2"
242022,"2"
251006,"2"
251008,"2"
250004,"16"
242021,"2"
251003,"11"
251005,"2"
574016,"2"
242023,"2"
263007,"2"
251002,"11"
263008,"2"
574017,"2"
251007,"16"
576005,"2"
242025,"2"
576006,"2"
263009,"2"
242026,"2"
242027,"2"
253001,"2"
576007,"2"
253002,"2"
576008,"2"
254001,"16"
251011,"16"
251013,"16"
251004,"16"
251012,"16"
254002,"16"
242028,"2"
251009,"16"
251010,"16"
250002,"16"
242029,"2"
243005,"2"
253003,"16"
263023,"2"
254003,"16"
577001,"4"
254004,"11"
244061,"16"
244029,"16"
253005,"16"
244067,"16"
576009,"2"
576010,"2"
244048,"16"
244052,"16"
244055,"16"
244007,"16"
244058,"16"
244039,"16"
578001,"2"
576011,"2"
578002,"2"
244056,"16"
244046,"2"
253006,"16"
253004,"16"
576012,"2"
331005,"2"
244047,"16"
244040,"16"
263026,"2"
577002,"24"
578003,"2"
244050,"16"
331016,"4"
244060,"16"
244064,"16"
244041,"16"
244053,"16"
253007,"16"
244043,"16"
331021,"4"
244066,"16"
244065,"16"
586001,"16"
244062,"16"
244054,"16"
245002,"16"
586002,"16"
579001,"4"
579002,"4"
244063,"16"
586006,"16"
245001,"16"
586004,"16"
586007,"16"
245004,"16"
244059,"16"
338004,"4"
580001,"16"
587003,"16"
587001,"16"
245003,"16"
587002,"16"
586005,"16"
9607001,"16"
579003,"4"
580002,"16"
586003,"16"
587004,"16"
580003,"16"
245005,"16"
587006,"16"
581002,"16"
245006,"16"
587005,"16"
244068,"16"
607003,"16"
9607003,"16"
9607002,"16"
579004,"2"
605001,"16"
586014,"16"
606001,"16"
606002,"16"
586010,"16"
579005,"4"
586012,"16"
586009,"16"
581004,"16"
586015,"16"
586008,"16"
601001,"16"
606003,"16"
582002,"16"
605002,"16"
601002,"16"
244069,"16"
586016,"16"
632001,"4"
606004,"16"
602001,"16"
244070,"16"
605004,"16"
633001,"4"
601003,"16"
586013,"16"
588003,"16"
586011,"16"
607001,"16"
9607006,"16"
579006,"4"
9607005,"16"
582004,"16"
9607004,"16"
632002,"4"
607004,"16"
583001,"16"
605005,"16"
606005,"16"
632003,"16"
588001,"16"
588002,"16"
607002,"16"
583003,"16"
582007,"16"
633003,"4"
589001,"16"
589002,"16"
601004,"16"
584001,"16"
589003,"16"
589004,"16"
583002,"16"
605003,"16"
589005,"16"
632004,"16"
607005,"16"
581007,"16"
588006,"16"
632007,"4"
632005,"16"
608001,"16"
608002,"16"
632006,"16"
583005,"16"
588004,"16"
583004,"16"
633011,"4"
603001,"16"
581010,"16"
582005,"16"
581008,"16"
583006,"16"
634001,"16"
633016,"4"
607012,"16"
632008,"16"
583007,"16"
581009,"16"
581006,"16"
585004,"16"
583008,"16"
581005,"16"
588005,"16"
605006,"16"
588007,"16"
634002,"16"
588008,"16"
585005,"16"
588009,"16"
585006,"16"
607006,"16"
633021,"4"
608003,"16"
581011,"16"
583009,"16"
585002,"16"
634003,"16"
635001,"16"
601005,"16"
588010,"16"
607007,"16"
632009,"4"
632010,"16"
585008,"16"
584002,"16"
588011,"16"
607010,"16"
633025,"4"
635002,"16"
585009,"16"
585003,"16"
632011,"16"
585010,"16"
585011,"16"
583011,"16"
607008,"16"
608004,"18"
607011,"16"
585007,"16"
590001,"16"
583012,"16"
604001,"16"
608007,"16"
588012,"16"
637001,"16"
583015,"16"
608006,"16"
637002,"16"
604002,"16"
601007,"16"
591001,"16"
604003,"16"
608005,"16"
607013,"16"
581012,"16"
601006,"16"
590002,"16"
635003,"16"
584003,"16"
583019,"16"
607009,"16"
585012,"16"
635004,"16"
585021,"16"
9608001,"16"
604004,"16"
637003,"16"
607014,"16"
583010,"16"
585015,"16"
583014,"16"
609003,"16"
585013,"16"
9608002,"16"
583013,"16"
591003,"16"
588013,"16"
590003,"16"
591004,"16"
591024,"16"
591019,"16"
9608003,"16"
607015,"16"
637006,"16"
591027,"16"
607016,"16"
591005,"16"
583018,"16"
609005,"16"
591009,"16"
609004,"16"
591010,"16"
585018,"16"
637004,"16"
637005,"16"
637009,"16"
591026,"16"
612007,"16"
637008,"16"
585020,"16"
609001,"16"
585027,"16"
583016,"16"
591033,"16"
585026,"16"
583017,"16"
590005,"16"
591021,"16"
591020,"16"
591002,"16"
585023,"16"
590004,"16"
588014,"16"
638002,"16"
609002,"16"
638001,"16"
612001,"16"
638003,"16"
585025,"16"
590006,"16"
591006,"16"
638004,"16"
9593002,"16"
592001,"16"
585024,"16"
591017,"16"
609007,"16"
591008,"24"
594001,"16"
591047,"16"
639001,"16"
596001,"16"
594002,"16"
591015,"16"
9593001,"16"
591049,"16"
591018,"16"
637016,"16"
638006,"16"
592002,"16"
591013,"16"
613001,"16"
609006,"16"
591043,"16"
641001,"16"
596004,"16"
594003,"16"
591014,"16"
612003,"16"
591007,"16"
638005,"16"
595001,"8"
607017,"16"
591040,"16"
591030,"16"
591031,"16"
612002,"16"
591032,"16"
593001,"16"
591029,"16"
596005,"16"
637018,"16"
591035,"16"
591038,"16"
968013,"16"
591016,"16"
591012,"16"
594004,"16"
591028,"24"
591023,"16"
641006,"16"
591044,"16"
638007,"16"
609008,"16"
596002,"16"
591025,"16"
594005,"16"
641002,"16"
596006,"16"
591046,"16"
612004,"16"
591041,"16"
591039,"16"
969001,"16"
613003,"16"
591022,"16"
596003,"16"
612005,"16"
613002,"16"
638008,"16"
591037,"16"
591034,"16"
593002,"7"
592004,"16"
592005,"16"
618009,"16"
641010,"16"
969004,"16"
596007,"16"
618015,"16"
969006,"16"
596008,"16"
618013,"16"
591036,"16"
612008,"16"
618004,"16"
591042,"16"
612006,"16"
593003,"16"
591048,"16"
591045,"16"
618018,"16"
593005,"16"
593004,"16"
618010,"16"
614002,"16"
618001,"16"
618006,"16"
638011,"16"
618002,"16"
644001,"16"
596009,"16"
618017,"16"
969007,"16"
596010,"16"
618005,"16"
618007,"16"
615001,"16"
618003,"16"
615002,"16"
592003,"16"
969008,"4"
618014,"16"
614001,"16"
595002,"16"
592008,"16"
644005,"16"
614003,"16"
597001,"16"
638010,"16"
615003,"16"
612009,"16"
595003,"7"
638009,"16"
969012,"16"
597003,"16"
618012,"16"
610002,"16"
592006,"16"
597002,"16"
969014,"4"
969013,"4"
618011,"16"
970004,"23"
597005,"16"
598002,"28"
609009,"16"
598001,"16"
618008,"16"
644002,"16"
610001,"16"
597004,"16"
592010,"16"
611003,"16"
615004,"16"
592007,"16"
611001,"16"
619001,"16"
616001,"16"
610003,"16"
618016,"16"
599001,"16"
599002,"16"
610018,"16"
619010,"16"
611004,"16"
944020,"23"
611002,"16"
615007,"16"
619009,"16"
9609001,"16"
944027,"23"
9609002,"16"
618019,"16"
598004,"16"
598003,"16"
619002,"16"
615005,"16"
619003,"16"
616002,"16"
615006,"16"
969016,"16"
944029,"23"
616003,"16"
944024,"23"
9609003,"16"
599003,"16"
616004,"16"
619005,"16"
600001,"16"
619004,"16"
600003,"16"
944022,"23"
600005,"16"
592011,"16"
650001,"16"
592009,"16"
610019,"16"
619008,"16"
650002,"16"
969019,"16"
610008,"16"
620001,"16"
9609006,"16"
598005,"16"
600004,"16"
610010,"16"
944039,"23"
9609005,"16"
971001,"4"
600002,"16"
615008,"16"
962021,"23"
944023,"23"
617001,"16"
9609004,"16"
618021,"16"
650003,"16"
972001,"4"
616005,"16"
650005,"16"
610012,"16"
678001,"16"
610020,"16"
615009,"16"
610005,"16"
678007,"16"
678005,"16"
678004,"16"
610021,"16"
610006,"16"
972003,"16"
610004,"16"
678002,"16"
610009,"16"
972002,"4"
615013,"16"
610007,"16"
610017,"16"
618025,"16"
980012,"23"
972004,"4"
615010,"16"
610014,"16"
610015,"16"
618029,"16"
650006,"16"
678003,"16"
620002,"16"
618030,"16"
972005,"16"
617002,"16"
678006,"16"
650004,"16"
618031,"16"
610016,"16"
944031,"23"
619006,"16"
616006,"16"
615012,"16"
610011,"16"
678010,"16"
615011,"16"
972006,"23"
621001,"16"
678008,"16"
679001,"16"
621003,"16"
610013,"16"
621002,"16"
617003,"16"
678011,"16"
996003,"4"
681001,"16"
678012,"16"
680002,"16"
678009,"16"
680001,"16"
972010,"16"
619007,"16"
681003,"7"
681002,"16"
652003,"16"
652005,"16"
652004,"16"
680007,"16"
972008,"4"
982010,"16"
680003,"2"
680009,"16"
616007,"16"
618034,"16"
650008,"16"
682002,"16"
680006,"16"
621005,"16"
680008,"16"
621004,"16"
618032,"16"
680004,"16"
621006,"16"
647012,"16"
680005,"7"
996006,"4"
680012,"16"
682006,"16"
621007,"16"
617004,"16"
680011,"16"
681006,"8"
618033,"16"
682008,"16"
997001,"4"
9687010,"8"
680013,"16"
681004,"16"
686003,"16"
980051,"4"
683003,"16"
618038,"16"
682010,"16"
972017,"16"
710001,"16"
618035,"16"
686001,"16"
682009,"16"
686002,"16"
680014,"16"
9687011,"8"
618041,"16"
982029,"16"
684002,"16"
982016,"4"
685001,"7"
9687003,"16"
618036,"16"
972013,"4"
9687002,"16"
9687001,"7"
618042,"16"
621009,"16"
680015,"16"
981011,"16"
681005,"16"
684003,"16"
9687004,"16"
621008,"16"
684004,"16"
618037,"16"
684005,"16"
982026,"16"
996009,"4"
981014,"16"
997002,"4"
686005,"16"
618040,"16"
685002,"16"
680010,"16"
618044,"16"
682012,"16"
686004,"16"
710002,"16"
618043,"16"
982021,"16"
710004,"16"
684001,"16"
685005,"16"
9687005,"16"
982024,"16"
972029,"16"
972028,"16"
622002,"16"
622001,"16"
685003,"16"
982034,"16"
972022,"16"
996010,"16"
682014,"16"
710003,"16"
623001,"16"
727014,"7"
711001,"16"
997006,"4"
669003,"14"
618039,"16"
972014,"4"
684006,"16"
972026,"4"
997004,"4"
710007,"16"
624001,"16"
684007,"16"
683002,"7"
9687007,"16"
982038,"16"
982022,"16"
982030,"16"
710006,"16"
727001,"7"
9687009,"7"
624002,"16"
972018,"4"
685004,"16"
684008,"16"
624003,"16"
728002,"7"
982025,"16"
686006,"16"
710005,"16"
996012,"16"
683001,"7"
621010,"16"
997005,"23"
711002,"16"
9687006,"16"
622003,"16"
982035,"16"
728001,"7"
710008,"16"
657012,"16"
688001,"16"
622004,"16"
657013,"16"
687002,"7"
625001,"16"
9687008,"7"
982036,"16"
982040,"23"
687001,"16"
982028,"16"
689001,"16"
623003,"16"
1013004,"23"
997008,"4"
728003,"7"
669009,"14"
621011,"16"
624004,"16"
973014,"4"
996011,"4"
972033,"16"
621013,"16"
687003,"7"
982039,"16"
982027,"16"
657015,"16"
689002,"16"
688002,"16"
657016,"16"
621012,"16"
729001,"7"
731001,"7"
730001,"16"
623002,"16"
997007,"23"
660005,"16"
727002,"7"
728004,"7"
689004,"16"
689003,"16"
997009,"4"
623006,"16"
623004,"16"
688003,"16"
727003,"7"
732001,"16"
623008,"16"
710009,"16"
687004,"7"
997011,"4"
687005,"16"
687006,"7"
688004,"16"
692001,"16"
690004,"16"
660006,"16"
660008,"16"
690006,"16"
690007,"16"
661008,"16"
661011,"16"
662020,"16"
693009,"16"
693007,"16"
659009,"16"
693006,"16"
982041,"16"
625003,"16"
690008,"16"
691004,"16"
728006,"7"
728005,"7"
691006,"16"
729002,"7"
727005,"7"
689007,"16"
623007,"16"
731003,"7"
660009,"16"
730002,"7"
729003,"7"
694001,"8"
625004,"16"
684009,"16"
625002,"16"
691003,"8"
687008,"16"
661015,"16"
997010,"4"
658014,"16"
661013,"16"
691009,"8"
727004,"7"
982042,"16"
621014,"16"
693001,"8"
660010,"16"
974027,"16"
711006,"16"
626001,"16"
623009,"16"
695001,"7"
690010,"16"
625005,"16"
689009,"16"
687007,"7"
623005,"16"
729005,"7"
693003,"8"
689011,"16"
689012,"16"
690009,"16"
692002,"16"
623010,"16"
693005,"8"
689013,"16"
693011,"8"
730003,"16"
694003,"16"
695002,"7"
692003,"16"
696005,"16"
727008,"16"
729004,"7"
695003,"7"
727006,"7"
627001,"16"
691012,"16"
627002,"16"
625008,"16"
693004,"8"
687010,"16"
731002,"7"
694002,"8"
727009,"7"
696006,"16"
626005,"16"
997012,"4"
696002,"16"
623011,"16"
687009,"7"
711007,"16"
690011,"16"
730004,"7"
625009,"16"
997013,"4"
696008,"8"
693010,"8"
626003,"16"
986006,"23"
982044,"16"
697005,"16"
696001,"16"
693012,"8"
625006,"2"
626002,"16"
730006,"7"
696004,"7"
697004,"8"
727007,"16"
696009,"7"
684010,"16"
626004,"16"
696010,"8"
625010,"16"
687011,"7"
696007,"16"
690012,"16"
687012,"16"
694004,"8"
626007,"16"
698003,"16"
729007,"7"
982043,"16"
696003,"16"
626006,"16"
699001,"16"
1013008,"16"
698001,"16"
974035,"16"
694005,"8"
625007,"2"
701001,"7"
729008,"7"
733001,"7"
684011,"16"
698002,"16"
684012,"16"
696014,"8"
729010,"7"
733002,"7"
623012,"16"
698004,"16"
696015,"8"
698008,"16"
729006,"7"
731004,"27"
982045,"16"
729009,"7"
698006,"16"
628001,"16"
731005,"27"
692004,"16"
699002,"16"
998001,"16"
692006,"16"
692007,"16"
730005,"7"
692005,"16"
695004,"27"
698010,"8"
727010,"16"
625011,"16"
974038,"16"
696012,"7"
999001,"2"
733003,"16"
974034,"4"
727012,"7"
692009,"16"
698012,"8"
698005,"8"
999002,"2"
696013,"7"
730007,"7"
974037,"4"
702001,"7"
998002,"16"
696011,"16"
698011,"16"
698009,"8"
698007,"7"
692008,"16"
734001,"7"
982046,"16"
627003,"16"
623014,"16"
702002,"7"
701002,"7"
701003,"7"
974040,"16"
733004,"7"
735003,"7"
1013009,"2"
702006,"8"
705001,"8"
702005,"7"
999004,"2"
623013,"16"
690013,"16"
702004,"7"
727011,"16"
702008,"8"
702003,"7"
735002,"7"
626008,"16"
997014,"4"
700002,"16"
982047,"16"
730008,"7"
735001,"7"
703001,"16"
733005,"16"
623015,"16"
626009,"16"
627004,"16"
736001,"7"
692010,"16"
974039,"2"
700003,"8"
627005,"16"
630001,"16"
735005,"7"
729011,"7"
705005,"7"
731008,"7"
705003,"8"
701005,"7"
690014,"16"
982049,"16"
733006,"7"
730009,"7"
729013,"7"
701007,"7"
705002,"7"
717001,"16"
701004,"7"
982050,"16"
717002,"16"
705004,"7"
982048,"16"
701006,"7"
704003,"8"
672004,"16"
704002,"16"
712006,"16"
672005,"8"
702010,"7"
672006,"8"
712003,"16"
700005,"16"
672009,"16"
702007,"7"
731009,"7"
1013010,"4"
733008,"7"
700006,"16"
727013,"7"
672010,"16"
999003,"4"
702009,"7"
737001,"16"
982051,"16"
706001,"7"
734002,"24"
976001,"16"
740001,"7"
630002,"16"
729014,"7"
731006,"7"
738001,"7"
729015,"7"
705006,"7"
731007,"7"
736002,"7"
630003,"16"
672011,"8"
701009,"7"
734003,"24"
729012,"7"
729017,"7"
628002,"2"
730010,"7"
623016,"16"
701008,"7"
733010,"7"
733007,"7"
729016,"7"
623018,"16"
672012,"16"
717003,"16"
703002,"16"
738003,"7"
731010,"7"
700008,"8"
700007,"16"
733009,"7"
628003,"16"
736004,"7"
704004,"16"
999006,"4"
707001,"16"
623017,"16"
627006,"16"
706002,"7"
999005,"4"
739001,"6"
733011,"7"
705008,"7"
738002,"7"
629001,"16"
701010,"7"
704006,"16"
735007,"7"
735006,"6"
702011,"7"
741001,"7"
739003,"7"
714014,"16"
714002,"16"
704005,"8"
706003,"16"
729018,"7"
737002,"7"
982054,"16"
703003,"16"
731011,"7"
630004,"16"
705007,"7"
734004,"6"
706004,"16"
733012,"7"
714015,"16"
729019,"7"
706006,"7"
740002,"7"
736006,"7"
742001,"7"
736005,"7"
703004,"16"
707002,"16"
743001,"6"
707006,"16"
706005,"7"
714003,"16"
706007,"7"
729020,"7"
741002,"7"
976002,"16"
703005,"16"
741003,"7"
730011,"6"
707004,"16"
628004,"2"
628005,"2"
707003,"16"
717004,"16"
741004,"7"
735008,"7"
744001,"7"
706008,"16"
738004,"7"
742002,"7"
767001,"6"
707005,"16"
717005,"7"
739002,"6"
737003,"7"
629002,"16"
714001,"16"
739004,"6"
739005,"6"
736008,"7"
736009,"7"
714018,"16"
740003,"7"
999008,"2"
729021,"16"
745001,"7"
736010,"7"
745002,"7"
703007,"16"
717006,"16"
741005,"7"
999007,"2"
744002,"7"
717015,"7"
736011,"7"
767003,"6"
736007,"7"
978001,"2"
703006,"16"
731012,"7"
718001,"16"
707007,"16"
768001,"6"
729022,"7"
729023,"7"
976004,"16"
714004,"16"
714005,"16"
628006,"16"
741006,"7"
707008,"16"
738006,"7"
731013,"7"
714008,"16"
768002,"6"
976005,"16"
1000001,"4"
628007,"16"
708001,"16"
741007,"7"
745004,"7"
738005,"7"
743002,"6"
978002,"16"
731014,"27"
708002,"16"
745003,"7"
741010,"7"
767002,"6"
714016,"16"
714011,"16"
714010,"16"
714007,"16"
736012,"6"
767009,"7"
745007,"7"
741008,"7"
741011,"7"
741009,"7"
767004,"6"
771001,"6"
770001,"6"
767010,"7"
717007,"4"
774001,"7"
742003,"7"
629003,"16"
767005,"6"
741012,"7"
731016,"6"
767013,"7"
976008,"16"
714017,"16"
738007,"7"
772001,"6"
717014,"7"
714009,"16"
773001,"6"
767008,"6"
772002,"6"
714012,"16"
737005,"7"
767012,"6"
743003,"6"
731015,"7"
745005,"7"
767006,"6"
774002,"6"
775001,"7"
767007,"6"
744003,"7"
737004,"7"
718004,"16"
978004,"16"
729024,"16"
740004,"7"
744004,"7"
770002,"6"
769001,"6"
740006,"7"
717010,"16"
745006,"7"
714013,"16"
740005,"7"
773002,"7"
776001,"6"
999010,"2"
707009,"8"
714019,"16"
740007,"7"
999011,"2"
709006,"8"
740008,"6"
709007,"7"
999013,"2"
771002,"6"
767014,"6"
774003,"6"
775002,"6"
769002,"27"
977015,"16"
774004,"6"
999009,"4"
769003,"27"
745009,"7"
709003,"8"
769004,"27"
999014,"4"
708003,"16"
717012,"16"
740009,"6"
977010,"16"
771004,"6"
776002,"6"
767011,"6"
709001,"8"
709005,"8"
773004,"7"
709002,"8"
999012,"2"
978007,"2"
777001,"27"
717011,"16"
773003,"7"
771005,"6"
978006,"16"
770003,"6"
709008,"8"
745008,"7"
976011,"16"
778001,"6"
629004,"16"
720001,"16"
775004,"6"
767015,"6"
715001,"16"
776004,"6"
979002,"16"
771006,"6"
776003,"6"
629005,"16"
707011,"16"
709009,"8"
707010,"8"
745010,"7"
776005,"6"
771007,"6"
771003,"6"
1000002,"4"
978008,"16"
709010,"8"
779001,"6"
745011,"7"
708004,"16"
629006,"16"
746001,"7"
803002,"5"
708005,"16"
773005,"6"
745012,"7"
777003,"6"
976012,"16"
780001,"6"
715003,"16"
715002,"16"
977006,"2"
709004,"8"
979004,"6"
709012,"8"
777002,"27"
999015,"2"
775003,"6"
709011,"8"
780002,"6"
978009,"16"
803001,"5"
773006,"6"
744005,"6"
803004,"5"
745015,"7"
769005,"27"
999017,"2"
978010,"16"
1004001,"23"
1000003,"4"
979003,"2"
999016,"2"
803003,"5"
779002,"6"
709014,"8"
976014,"16"
745016,"8"
781004,"6"
709013,"8"
745013,"7"
780003,"6"
746002,"7"
709015,"16"
771008,"6"
781001,"6"
773007,"6"
629007,"16"
770005,"6"
782001,"6"
979005,"6"
770004,"6"
628008,"16"
978014,"16"
748001,"7"
781002,"6"
999018,"2"
804001,"27"
976015,"16"
708006,"16"
804003,"6"
804002,"6"
780004,"6"
770006,"6"
976013,"16"
747001,"7"
999020,"2"
806002,"27"
748002,"7"
717013,"7"
773008,"7"
715004,"16"
781003,"24"
803006,"6"
805001,"5"
781005,"6"
1004005,"16"
749001,"7"
677002,"16"
784001,"6"
803005,"5"
806003,"27"
798001,"6"
782002,"6"
785001,"6"
748005,"7"
629008,"16"
786001,"6"
748003,"7"
806001,"27"
805002,"6"
978020,"16"
723002,"2"
745014,"6"
724002,"8"
784002,"6"
805003,"5"
999021,"2"
715005,"16"
785002,"6"
976016,"16"
723003,"8"
999019,"2"
628009,"2"
808001,"5"
747003,"7"
999022,"2"
749002,"7"
747002,"16"
978023,"16"
748004,"7"
784003,"6"
807001,"6"
715006,"16"
747005,"7"
979007,"6"
749006,"7"
809001,"6"
723005,"8"
807002,"6"
805004,"5"
804004,"6"
747004,"7"
1004023,"16"
770007,"6"
978022,"16"
839001,"7"
808002,"5"
773009,"6"
723004,"8"
840001,"7"
783001,"6"
786002,"6"
808003,"5"
805006,"5"
803007,"5"
976017,"16"
803008,"5"
798002,"7"
750002,"7"
748008,"7"
806004,"27"
786004,"6"
1014002,"16"
709016,"7"
748009,"7"
840002,"7"
749007,"7"
786003,"6"
805005,"5"
453004,"23"
809007,"5"
841002,"7"
784004,"6"
781006,"6"
978025,"16"
803009,"5"
748006,"7"
453005,"23"
806008,"27"
